Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,text_length
640,644,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",0,7/18/2023 16:30, SeniorJazzFestivalGoer , Facebook , #TimelessTunes #SeniorJazz ,25,50, USA,2023,7,18,16,155
281,285," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",0,7/17/2022 6:15, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14,28, UK ,2022,7,17,6,114
192,194," Loneliness echoes in empty spaces, yearning for connection.",2,9/12/2019 18:10, EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15,30, Australia     ,2019,9,12,18,60
465,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",2,10/18/2016 19:30, QuicksandFighter , Twitter , #Despair #DeepDescent ,20,40, USA ,2016,10,18,19,83
30,31, New painting in progress! ðŸŽ¨                       ,0,1/24/2023 15:00, ArtistInAction, Facebook , #Art #PaintingInProgress             ,12,25, Canada ,2023,1,24,15,51
278,282," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",0,10/30/2022 11:40, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17,34, Australia ,2022,10,30,11,125
687,691,Feeling down after not making the sports team. Disappointment lingers. ,2,9/14/2023 18:20, SportsTeamRejectionHighSchool , Twitter , #Disappointment #HighSchoolSports ,17,34, USA,2023,9,14,18,71
631,635,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",0,7/9/2023 22:30, SeniorActor , Facebook , #StagePassion #SeniorTheater ,20,40, USA,2023,7,9,22,121
725,729,Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,0,10/22/2023 20:45, MuralCreationHighSchool , Instagram , #ArtCollaboration #HighSchoolCreativity ,22,43, UK,2023,10,22,20,99
666,670,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,0,8/24/2023 18:20, ScavengerHuntMasterHighSchool , Instagram , #SurpriseAdventure #HighSchoolFun ,20,38, UK,2023,8,24,18,88
672,676,Creating a secret handshake with friends. Friendship level: Expert! ,0,8/30/2023 17:30, SecretHandshakeHighSchool , Facebook , #FriendshipGoals #HighSchoolMemories ,20,40, USA,2023,8,30,17,68
600,604,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,0,6/8/2023 16:00, HomeDecorator , Instagram , #DIYGoals #TeenCreative ,35,70, UK,2023,6,8,16,114
46,47, New book release from my favorite author!          ,0,1/30/2023 15:45, BookwormX    , Instagram , #BookRelease #FavoriteAuthor           ,12,25, UK   ,2023,1,30,15,52
628,632,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",0,7/6/2023 14:30, ArtGalleryVisitor , Facebook , #CreativeExpressions #SeniorArt ,25,50, USA,2023,7,6,14,140
718,722,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,1,10/15/2023 20:45, DebateClubParticipationHighSchool , Twitter , #DebateSkills #HighSchoolIntellect ,22,43, Canada,2023,10,15,20,123
2,2, Just finished an amazing workout! ðŸ’ª               ,0,1/15/2023 15:45, FitnessFan   , Instagram , #Fitness #Workout                        ,20,40, USA        ,2023,1,15,15,51
260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",0,5/8/2021 22:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13,26, Canada ,2021,5,8,22,109
620,624,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",0,6/28/2023 22:15, NaturePhotographySenior , Facebook , #OutdoorBeauty #SeniorClicks ,18,35, UK,2023,6,28,22,156
601,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
622,626,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",0,6/30/2023 19:30, SeniorWordsmith , Twitter , #SoulfulWriting #SeniorReflections ,28,55, UK,2023,6,30,19,139
501,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",0,7/20/2022 21:45, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35,70, USA ,2022,7,20,21,102
486,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",0,12/10/2016 21:15, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28,55, Germany ,2016,12,10,21,85
581,585,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,0,5/20/2023 19:45, CrushAvoider , Twitter , #CrushStruggles #AvoidingEyeContact ,15,30, USA,2023,5,20,19,109
464,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",2,3/2/2021 17:45, VenomousGarden , Instagram , #Betrayal #PoisonedTrust ,25,50, Canada ,2021,3,2,17,86
685,689,Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,2,9/12/2023 12:30, DealingWithHateHighSchool , Instagram , #OnlineHate #HighSchoolReality ,18,36, Canada,2023,9,12,12,88
435,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",2,12/15/2015 16:15, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25,50, Australia   ,2015,12,15,16,75
702,706,Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,2,9/29/2023 15:45, OpinionsHateHighSchool , Twitter , #OnlineOpinions #HighSchoolCriticism ,24,48, USA,2023,9,29,15,89
697,701,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,2,9/24/2023 17:30, FriendMovingAwayHighSchool , Instagram , #SayingGoodbye #HighSchoolEmotions ,21,42, Canada,2023,9,24,17,88
591,595,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",0,5/30/2023 20:45, GamingEnthusiast , Instagram , #GameOn #TeenGamer ,22,45, USA,2023,5,30,20,112
732,736,"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",0,11/15/2020 15:15, VirtualTalentShowSuccessHighSchool , Instagram , #VirtualEntertainment #HighSchoolPositivity ,24,47, USA,2020,11,15,15,97
29,30, Reflecting on the importance of mental health.     ,0,1/24/2023 11:30, MentalHealthMatters, Twitter  , #MentalHealth #SelfCare                 ,22,45, USA      ,2023,1,24,11,52
667,671,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,0,8/25/2023 14:15, RainDanceCelebrationHighSchool , Facebook , #RainDance #HighSchoolJoy ,25,50, Canada,2023,8,25,14,87
332,336," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",2,9/19/2019 3:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3,117
516,520,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",0,3/28/2017 20:30, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28,55, USA ,2017,3,28,20,100
22,22, Productive day ticking off my to-do list.          ,0,1/21/2023 16:45, ProductivityPro, Instagram , #Productivity #WorkFromHome           ,30,60, USA ,2023,1,21,16,52
473,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",0,2/15/2022 12:20, GardenOfJoy , Facebook , #Contentment #InnerPeace ,25,50, UK ,2022,2,15,12,80
653,657,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,0,8/11/2023 18:45, BirthdayPartyPlannerHighSchool , Twitter , #BirthdayParty #HighSchoolCelebration ,22,45, Canada,2023,8,11,18,101
497,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",0,9/10/2016 19:15, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22,45, Greece ,2016,9,10,19,105
601,605,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. ",1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,I don't really have an opinion on this,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,"It's okay, I guess",1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,I'm not sure how I feel about this.,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,It's just another day,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,It doesn't really matter to me,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,I'm feeling neutral about the situation,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,It’s neither good nor bad,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,I don't know what to think.,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,"I’m not excited, but I’m not upset either",1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,Nothing special happened today,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,This product is average,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,The performance was neither impressive nor disappointing,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,"The movie was fine, not great but not bad",1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,The coffee tastes normal,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,The train was on time,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,It was an average day at school,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,Dinner was neither too spicy nor too bland.,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,It's not a big deal,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,There were some good points and some bad ones,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
601,605,I can see both the pros and cons,1,6/9/2023 14:00, ArtExplorer , Facebook , #CulturalDay #TeenCuriosity ,20,40, USA,2023,6,9,14,115
552,556,I feel like quitting this platform; it’s not worth the negativity,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,"This app keeps crashing, and it's so annoying!",2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,The amount of hate and negativity here is unbearable,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,I hate how people only post highlights of their life to show off,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,I regret sharing my opinion here. People are so rude,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,"This platform never listens to its users’ feedback, so disappointing.",2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,Too much drama here; it’s mentally exhausting,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,This site is filled with negativity and constant arguments.,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,I’m tired of all the toxic behavior on this platform,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,The content here is getting worse every day.,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,"The algorithms favor fake news over real, meaningful content",2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
552,556,I feel more anxious every time I open this app,2,7/10/2018 21:15, TennisEnthusiastUnexpectedSetback , Instagram , #Frustration #TennisSetback ,35,70, USA ,2018,7,10,21,146
